created_at,entry_id,field1,field2,field3,field4,field5
2024-12-25 19:01:21 UTC,121,9,,,,
2024-12-25 19:01:38 UTC,122,9,,,,
2024-12-25 19:01:54 UTC,123,3,,,,
2024-12-25 19:02:11 UTC,124,9,,,,
2024-12-25 19:02:27 UTC,125,9,,,,
2024-12-25 19:02:44 UTC,126,9,,,,
2024-12-25 19:07:05 UTC,127,3,,,,
2024-12-25 19:07:21 UTC,128,9,,,,
2024-12-25 19:07:38 UTC,129,9,,,,
2024-12-25 19:07:54 UTC,130,9,,,,
2024-12-25 19:08:13 UTC,131,9,,,,
2024-12-25 19:08:29 UTC,132,9,,,,
2024-12-25 19:08:45 UTC,133,9,,,,
2024-12-28 16:32:30 UTC,134,17,,,,
2024-12-28 16:32:46 UTC,135,122,,,,
2024-12-28 16:33:03 UTC,136,221,,,,
2024-12-28 17:50:33 UTC,137,5.32642,0.53264,,,
2024-12-28 17:50:54 UTC,138,8.32579,0.83258,,,
2024-12-28 17:51:15 UTC,139,8.32579,0.83258,,,
2024-12-28 17:51:36 UTC,140,8.32579,0.83258,,,
2024-12-28 17:51:57 UTC,141,12.94823,1.29482,,,
2024-12-28 17:52:18 UTC,142,20.85021,2.08502,,,
2024-12-28 17:52:40 UTC,143,19.06131,1.90613,,,
2024-12-28 17:53:01 UTC,144,15.05341,1.50534,,,
2024-12-28 17:53:22 UTC,145,11.66190,1.16619,,,
2024-12-28 17:53:43 UTC,146,9.89911,0.98991,,,
2024-12-28 17:54:05 UTC,147,9.89911,0.98991,,,
2024-12-28 17:54:26 UTC,148,9.35420,0.93542,,,
2024-12-28 17:54:48 UTC,149,9.35420,0.93542,,,
2024-12-28 17:55:09 UTC,150,8.82990,0.88299,,,
2024-12-28 17:55:31 UTC,151,8.82990,0.88299,,,
2024-12-28 17:55:52 UTC,152,8.82990,0.88299,,,
2024-12-28 17:56:14 UTC,153,8.82990,0.88299,,,
2024-12-28 17:56:35 UTC,154,8.32579,0.83258,,,
2024-12-28 17:56:58 UTC,155,8.82990,0.88299,,,
2024-12-28 17:57:19 UTC,156,8.32579,0.83258,,,
2024-12-28 17:57:41 UTC,157,7.84142,0.78414,,,
2024-12-28 17:58:03 UTC,158,8.32579,0.83258,,,
2024-12-28 17:58:24 UTC,159,8.82990,0.88299,,,
2024-12-28 17:58:46 UTC,160,8.32579,0.83258,,,
2024-12-28 17:59:09 UTC,161,8.32579,0.83258,,,
2024-12-28 17:59:30 UTC,162,7.84142,0.78414,,,
2024-12-28 17:59:51 UTC,163,8.32579,0.83258,,,
2024-12-28 18:00:21 UTC,164,42,41.05572,,,
2024-12-28 18:00:43 UTC,165,48,46.92082,,,
2024-12-28 18:01:04 UTC,166,48,46.92082,,,
2024-12-28 18:01:26 UTC,167,48,46.92082,,,
2024-12-28 18:01:47 UTC,168,49,47.89834,,,
2024-12-28 18:02:08 UTC,169,48,46.92082,,,
2024-12-28 18:02:30 UTC,170,52,50.83089,,,
2024-12-28 18:02:51 UTC,171,50,48.87585,,,
2024-12-28 18:03:13 UTC,172,52,50.83089,,,
2024-12-28 18:03:35 UTC,173,51,49.85337,,,
2024-12-28 18:03:56 UTC,174,51,49.85337,,,
2024-12-28 18:04:18 UTC,175,50,48.87585,,,
2024-12-28 18:04:39 UTC,176,49,47.89834,,,
2024-12-28 18:05:00 UTC,177,49,47.89834,,,
2024-12-28 18:05:21 UTC,178,49,47.89834,,,
2024-12-28 18:05:42 UTC,179,49,47.89834,,,
2024-12-28 18:06:04 UTC,180,49,47.89834,,,
2024-12-28 18:06:25 UTC,181,49,47.89834,,,
2024-12-28 18:06:47 UTC,182,48,46.92082,,,
2024-12-28 18:07:08 UTC,183,48,46.92082,,,
2024-12-28 18:07:29 UTC,184,48,46.92082,,,
2024-12-28 18:07:51 UTC,185,48,46.92082,,,
2024-12-28 18:08:12 UTC,186,48,46.92082,,,
2024-12-28 18:08:33 UTC,187,48,46.92082,,,
2024-12-28 18:08:55 UTC,188,48,46.92082,,,
2024-12-28 18:09:16 UTC,189,48,46.92082,,,
2024-12-28 18:09:38 UTC,190,48,46.92082,,,
2024-12-28 18:10:00 UTC,191,48,46.92082,,,
2024-12-28 18:10:21 UTC,192,48,46.92082,,,
2024-12-28 18:10:43 UTC,193,48,46.92082,,,
2024-12-28 18:11:05 UTC,194,46,44.96579,,,
2024-12-28 18:11:26 UTC,195,46,44.96579,,,
2024-12-30 11:24:02 UTC,196,36,35.19062,,,
2024-12-30 11:24:23 UTC,197,105,102.63930,,,
2024-12-30 12:41:39 UTC,198,69,67.44868,26.94000,69.45215,1011.44995
2024-12-30 12:41:56 UTC,199,74,72.33627,26.97000,69.10449,1011.50140
2024-12-30 12:42:12 UTC,200,76,74.29130,27.04000,69.60254,1011.51624
2024-12-30 12:42:29 UTC,201,75,73.31378,26.99000,68.99316,1011.51141
2024-12-30 12:42:48 UTC,202,96,93.84164,27.02000,68.88477,1011.49280
2024-12-30 12:43:04 UTC,203,111,108.50440,27.07000,69.00586,1011.49609
2024-12-30 12:43:21 UTC,204,91,88.95406,27.34000,72.45898,1011.49469
2024-12-30 12:43:37 UTC,205,56,54.74096,27.34000,68.04688,1011.52173
2024-12-30 12:43:56 UTC,206,137,133.91985,27.34000,68.00098,1011.53424
2024-12-30 12:44:13 UTC,207,62,60.60606,27.30000,67.90332,1011.49268
2024-12-30 12:44:29 UTC,208,61,59.62854,27.20000,68.44531,1011.48328
2024-12-30 12:44:45 UTC,209,61,59.62854,27.15000,68.27930,1011.49860
2024-12-30 12:45:03 UTC,210,60,58.65103,27.14000,68.51563,1011.51929
2024-12-30 12:45:19 UTC,211,52,50.83089,27.15000,68.31348,1011.53296
2024-12-30 12:45:35 UTC,212,51,49.85337,27.09000,68.54199,1011.53033
